CIDADE,REG_ADM,ANO,MES,DESC_MES,SEXO,TURNO,TIPO,VEIC,FAIX_ETAR,IDADE,HORA,VITIMA,LOCAL,DIA_SEM,VIA,LAT,LONG,NOME,geometry
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,40-44,43,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.44933386,-46.56957188,BR 381,POINT (-5184101.028142352 -2686449.172210563)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,40-44,42,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.552989999999998,-46.747535,AVENIDA GENERAL MAC ARTHUR,POINT (-5203911.792040733 -2699031.829513615)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.710276999999998,-46.622034,RUA JOAO ALVES DE ALMEIDA,POINT (-5189941.084626688 -2718143.63192056)
ARACARIGUAMA,Sorocaba,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,QUINTA,Rodovias,-23.44314404,-47.10836683,SPA 053/280,POINT (-5244079.407618341 -2685698.11246534)
ITU,Sorocaba,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,60-64,63,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.266073000000002,-47.315077,Avenida Caetano Ruggieri,POINT (-5267090.278484531 -2664227.537365347)
SALTO,Sorocaba,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,AUTOMOVEL,30-34,34,,NAO DISPONIVEL,PUBLICO,SEXTA,Rodovias,-23.173718100000002,-47.27067657,SP 075,POINT (-5262147.645225929 -2653040.465709493)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,QUARTA,Rodovias,-23.13549842,-45.75192692,BR 116,POINT (-5093081.207545466 -2648413.12476384)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,MOTOCICLETA,40-44,43,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.482816,-46.677372,Avenida Inajar de Souza,POINT (-5196101.282608204 -2690512.435093161)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,18-24,24,,NAO DISPONIVEL,PUBLICO,SEGUNDA,Vias Municipais,-23.528267,-46.587990999999995,AVENIDA MORVAN DIAS DE FIGUEREDO,POINT (-5186151.435201611 -2696029.843721197)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,65-69,65,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.454717000000002,-46.575666,Rua Polyanthea,POINT (-5184779.422477583 -2687102.379714559)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,CHOQUE,AUTOMOVEL,65-69,66,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.476337,-46.653139,RUA EVARISTO ROQUE,POINT (-5193403.677387814 -2689726.088289563)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,70-74,70,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.483268,-46.663308,AVENIDA JOAO DOS SANTOS ABREU,POINT (-5194535.685289688 -2690567.295116976)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,50-54,51,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-23.50104367,-46.53830806,SP 070,POINT (-5180620.755619699 -2692724.908157456)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,18-24,23,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.491429999999998,-46.489565,Rua Fernão Mendes Pinto,POINT (-5175194.703000792 -2691557.963568904)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,45-49,49,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.557843,-46.522599,AVENIDA DEZENOVE DE JANEIRO,POINT (-5178872.031059658 -2699621.170439211)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,45-49,49,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.601766,-46.438265,Rua Anecy Rocha,POINT (-5169484.013123098 -2704956.103289048)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,30-34,31,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.493357999999997,-46.411883,Avenida Estrela da Noite,POINT (-5166547.182316991 -2691791.984870784)
SANTO ANDRE,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,53,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.617344,-46.535209,AVENIDA NOVA IORQUE,POINT (-5180275.769838563 -2706848.652340399)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,OUTROS,AUTOMOVEL,30-34,31,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.65846468,-46.57701814,SP 150,POINT (-5184929.942013865 -2711845.426608893)
RIBEIRAO PIRES,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,NAO DISPONIVEL,35-39,37,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.679702,-46.394937,AVENIDA SANTA CLARA,POINT (-5164660.762226007 -2714426.691998087)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,COLISAO,AUTOMOVEL,70-74,72,,PASSAGEIRO,PUBLICO,SEXTA,Rodovias,-23.80215649,-46.58999635,SP 160,POINT (-5186374.669742474 -2729318.481341715)
FRANCISCO MORATO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,NAO DISPONIVEL,NAO DISPONIVEL,30-34,31,,NAO DISPONIVEL,NAO DISPONIVEL,DOMINGO,Rodovias,-23.30254457,-46.75592056,SPA 042/332,POINT (-5204845.26830995 -2668647.521082269)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,70-74,74,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.43917918,-46.55169587,Rua Visconde de Cairú,POINT (-5182111.079811738 -2685217.043175785)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,55-59,57,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.474867,-46.53333,Avenida Humberto de Alencar Castelo Branco,POINT (-5180066.60051536 -2689547.681903853)
MAIRIPORA,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,COLISAO,MOTOCICLETA,25-29,27,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.27997084,-46.58645919,BR 381,POINT (-5185980.914892419 -2665911.671592747)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,70-74,73,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.466860999999998,-46.466846000000004,AVENIDA SANTOS DUMONT,POINT (-5172665.635489462 -2688576.069499106)
MOGI DAS CRUZES,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,45-49,49,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.61437192,-46.14380151,SP 098,POINT (-5136704.487359089 -2706487.561207674)
MOGI DAS CRUZES,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,AUTOMOVEL,65-69,69,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.62126482,-46.25801866,SP 039,POINT (-5149419.082336947 -2707325.022617412)
SUZANO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,51,,PEDESTRE,PUBLICO,QUINTA,Rodovias,-23.60498295,-46.31090297,SP 031,POINT (-5155306.136797099 -2705346.907541282)
SUZANO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,60-64,60,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.582972,-46.306753,SP 031,POINT (-5154844.164249894 -2702673.146175421)
OSASCO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,18-24,18,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.582692,-46.797762,Avenida Victor Civita,POINT (-5209503.036104807 -2702639.136303569)
PIRAPORA DO BOM JESUS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,25-29,29,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.397734,-47.006671999999995,ESTRADA DOS ROMEIROS,POINT (-5232758.79092643 -2680189.228765276)
SANTANA DE PARNAIBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,35-39,36,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.474098,-46.866278,AVENIDA YOJIRO TAKAOKA,POINT (-5217130.202335999 -2689454.353096762)
MIRACATU,Registro,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,50-54,52,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-24.24513004,-47.3671429,BR 116,POINT (-5272886.227960221 -2783306.848186324)
BERTIOGA,Baixada Santista,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,21,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.81423989,-46.10954705,SP 055,POINT (-5132891.298314489 -2730788.713192212)
SAO VICENTE,Baixada Santista,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,BICICLETA,50-54,52,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.99229,-46.484884,RUA ANTÔNIO VTOR LOPES,POINT (-5174673.61646439 -2752468.640442054)
INDAIATUBA,Campinas,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,40-44,41,,CONDUTOR,PUBLICO,SEGUNDA,Rodovias,-23.11359944,-47.21250007,SP 075,POINT (-5255671.466869792 -2645762.361383538)
INDAIATUBA,Campinas,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,MOTOCICLETA,45-49,45,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-23.1165359,-47.21615495,SP 075,POINT (-5256078.326250304 -2646117.780250448)
NAZARE PAULISTA,Campinas,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,80 ou mais,83,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.16803448,-46.39655644,SP 065,POINT (-5164841.037462178 -2652352.253723685)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,45-49,45,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.54659,-46.60044,AVENIDA ALCANTARA MACHADO,POINT (-5187537.251542498 -2698254.656533471)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.539618,-46.609991,Avenida Celso Garcia,POINT (-5188600.463999063 -2697408.066769956)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,80 ou mais,82,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.549657999999997,-46.630839,Rua Bittencourt Rodrigues,POINT (-5190921.252743123 -2698627.209109354)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,50,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.666601999999997,-46.720113,Avenida Guarapiranga,POINT (-5200859.188964202 -2712834.418158016)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,25-29,26,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.668958,-46.633992,Avenida Engenheiro Armando de Arruda Pereira,POINT (-5191272.243097594 -2713120.772583819)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,40-44,43,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.646613000000002,-46.613872,Avenida do Cursino,POINT (-5189032.494942832 -2710405.110178276)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,30-34,34,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.644111,-46.742775,Estrada de Itapecerica,POINT (-5203381.911264557 -2710101.062647659)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,AUTOMOVEL,30-34,30,,NAO DISPONIVEL,PUBLICO,DOMINGO,Vias Municipais,-23.702451,-46.77219,ESTRADA DA BARONESA,POINT (-5206656.374086242 -2717192.158281073)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,55-59,55,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.597936999999998,-46.528644,RUA SANTA MARIA DO CAMBUCA,POINT (-5179544.957381502 -2704490.957955262)
IBIUNA,Sorocaba,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,DOMINGO,Rodovias,-23.65108565,-47.12826823,SP 250,POINT (-5246294.821332412 -2710948.649119642)
SALTO,Sorocaba,2016,8,AGOSTO,MASCULINO,MADRUGADA,OUTROS,AUTOMOVEL,30-34,30,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.191246,-47.311871999999994,RUA EUROPA,POINT (-5266733.499516536 -2655163.049037546)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,9,SETEMBRO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,70-74,71,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.472255,-46.345624,RUA ITARARA,POINT (-5159171.264176521 -2689230.681719836)
JUNDIAI,Campinas,2016,9,SETEMBRO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,25-29,27,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.18884,-46.918048999999996,Rua Um,POINT (-5222893.323693858 -2654871.672196977)
JUNDIAI,Campinas,2016,9,SETEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,40-44,40,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.17528356,-46.98555647,SPA 066/300,POINT (-5230408.220879 -2653230.027557003)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,80 ou mais,82,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.57039895,-46.54004126,Avenida João XXIII,POINT (-5180813.694561142 -2701146.046893177)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,65-69,68,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.571358,-46.690453999999995,Avenida Faria Lima,POINT (-5197557.564186764 -2701262.526171875)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,60-64,61,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.578029,-46.748129,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS,POINT (-5203977.915818265 -2702072.761137605)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,25-29,27,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.560564000000003,-46.420334000000004,RUA LUIS MATEUS,POINT (-5167487.943333685 -2699951.614055726)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,18-24,23,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.49503205,-46.43713181,AVENIDA MARECHAL TITO,POINT (-5169357.866989326 -2691995.184410865)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,55-59,55,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.628897,-46.684761,AVENIDA PROFESSOR VICENTE RAO,POINT (-5196923.822325676 -2708252.355169978)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,25-29,27,,PASSAGEIRO,PUBLICO,SÁBADO,Vias Municipais,-23.450391,-46.681176,RUA DOM TOMAS DE NORONHA,POINT (-5196524.741951185 -2686577.44687407)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,35-39,36,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.568499399999997,-46.81532732,SP 021,POINT (-5211458.398582827 -2700915.343795439)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,COLISAO,AUTOMOVEL,40-44,43,,PASSAGEIRO,PUBLICO,SEXTA,Vias Municipais,-23.521587,-46.734139,Rua Guaipa,POINT (-5202420.556142068 -2695218.822736426)
DIADEMA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.682685,-46.635858,Avenida Cupece,POINT (-5191479.965267414 -2714789.290866343)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MADRUGADA,ATROPELAMENTO,PEDESTRE,35-39,37,,PEDESTRE,NAO DISPONIVEL,SEXTA,Vias Municipais,-23.695067,-46.699641,AVENIDA INTERLAGOS,POINT (-5198580.256348681 -2716294.474667327)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,OUTROS,MOTOCICLETA,45-49,45,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.695273999999998,-46.699718,AVENIDA INTERLAGOS,POINT (-5198588.827949472 -2716319.639266443)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,18-24,23,,PASSAGEIRO,PUBLICO,DOMINGO,Vias Municipais,-23.762748000000002,-46.673807000000004,ESTRADA DO BARRO BRANCO,POINT (-5195704.428623529 -2724524.454877864)
ITU,Sorocaba,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,BICICLETA,18-24,19,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.29536039,-47.27460369,AVENIDA LAROI S STARRET,POINT (-5262584.810224612 -2667776.775680515)
JACAREI,São José dos Campos,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,25-29,25,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.316279,-45.958579,Avenida Julião Stver Brison,POINT (-5116085.611862436 -2670312.3084668)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,60-64,60,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.510136,-46.618581,Avenida Zaki Narchi,POINT (-5189556.69842498 -2693828.648815678)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,30-34,30,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.53925,-46.543546,VIADUTO ENGENHEIRO ALBERTO BADRA,POINT (-5181203.840433306 -2697363.38284299)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,72,,PEDESTRE,NAO DISPONIVEL,SÁBADO,Vias Municipais,-23.53665222,-46.46963979,AVENIDA CAMPANELLA,POINT (-5172976.638769643 -2697047.95430195)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,18-24,21,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.512747,-46.515357,Avenida São Miguel,POINT (-5178065.855307332 -2694145.618710837)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,25-29,25,,PEDESTRE,NAO DISPONIVEL,DOMINGO,Vias Municipais,-23.56425,-46.411640000000006,RUA INACIO MONTEIRO,POINT (-5166520.131680729 -2700399.260093282)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,22,,PASSAGEIRO,PUBLICO,QUARTA,Rodovias,-23.70321472,-46.5615456,SP 150,POINT (-5183207.546739787 -2717285.007729622)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,BICICLETA,0-17,16,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.718581,-46.582505,ESTRADA DA COOPERATIVA,POINT (-5185540.736475121 -2719153.282516224)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,18-24,24,,NAO DISPONIVEL,PUBLICO,QUINTA,Vias Municipais,-23.752501000000002,-46.584548999999996,Rua Passagem das Flores,POINT (-5185768.273514302 -2723278.149488298)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,BICICLETA,18-24,22,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.723770000000002,-46.586698,ESTRADA DA COOPERATIVA,POINT (-5186007.499100016 -2719784.225190874)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,COLISAO,MOTOCICLETA,0-17,15,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.77759645,-46.5281446,SP 150,POINT (-5179489.364427799 -2726330.592069625)
RIBEIRAO PIRES,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,55-59,59,,PEDESTRE,PUBLICO,QUARTA,Rodovias,-23.74171148,-46.44342858,SP 031,POINT (-5170058.820219369 -2721965.965371102)
MAUA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,21,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.640223000000002,-46.455566999999995,Avenida Jacu Pêssego,POINT (-5171410.062952803 -2709628.597443845)
ARUJA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,70-74,72,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.384164000000002,-46.328243,RUA QUATRO,POINT (-5157236.42010704 -2678543.361543103)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,35-39,38,,CONDUTOR,PUBLICO,SEXTA,Rodovias,-23.45098056,-46.46346927,BR 116,POINT (-5172289.739625314 -2686648.985253123)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,ATROPELAMENTO,PEDESTRE,40-44,41,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.45334027,-46.46910285,BR 116,POINT (-5172916.866882258 -2686935.320338962)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,OUTROS,MOTOCICLETA,25-29,25,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.47217662,-46.51940618,BR 116,POINT (-5178516.607963064 -2689221.169384039)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,BICICLETA,18-24,19,,NAO DISPONIVEL,PUBLICO,SEXTA,Vias Municipais,-23.3702385,-46.39699746,RUA ACASSIO ANTONIO BATISTA,POINT (-5164890.131584008 -2676854.551952449)
MOGI DAS CRUZES,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,25-29,25,,PASSAGEIRO,PUBLICO,SÁBADO,Rodovias,-23.38868891,-46.16292677,SP 070,POINT (-5138833.501563576 -2679092.156442781)
MOGI DAS CRUZES,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,OUTROS,AUTOMOVEL,18-24,21,,PASSAGEIRO,PUBLICO,SÁBADO,Rodovias,-23.38868891,-46.16292677,SP 070,POINT (-5138833.501563576 -2679092.156442781)
BARUERI,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,CAMINHAO,35-39,35,,PASSAGEIRO,PUBLICO,QUARTA,Rodovias,-23.51051258,-46.81090599,SP 280,POINT (-5210966.218378598 -2693874.36444592)
BARUERI,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,MOTOCICLETA,18-24,22,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.528938,-46.888192,Rua Brigadeiro Manoel Jordão,POINT (-5219569.657657244 -2696111.312325868)
EMBU-GUACU,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,60-64,62,,PEDESTRE,PUBLICO,TERÇA,Rodovias,-23.85256158,-46.82282765,SP 214,POINT (-5212293.331499211 -2735452.360252947)
SAO LOURENCO DA SERRA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,40-44,43,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.88232713,-46.97262917,BR 116,POINT (-5228969.160425669 -2739075.699626211)
SANTANA DE PARNAIBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,22,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.443966,-46.91826,ESTRADA DOS ROMEIROS,POINT (-5222916.812106416 -2685797.845337524)
